title,vote_average,vote_count,tür,Tür_0,Tür_1,Tür_2,Tür_3,Tür_4,Tür_5,Tür_6,Tür_7,Tür_8,Tür_9,Tür_10,Tür_11,Tür_12,Tür_13,Tür_14,Tür_15,Tür_16,Tür_17,Tür_18,Tür_19
The Perfect Wave,4.4,21,"['Romance', 'Adventure', 'Drama']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
A Man for All Seasons,7.5,89,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Network,7.7,381,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gone with the Wind,7.7,970,"['Drama', 'Romance', 'War']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Desert Dancer,6.5,18,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Major Dundee,6.2,38,"['War', 'Western']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Annie Get Your Gun,7.3,22,"['Action', 'Comedy', 'Music', 'Romance', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
Four Lions,7.0,423,"['Comedy', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The House of Sand,6.7,9,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Defendor,6.5,195,"['Drama', 'Action', 'Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
The Pirate,6.6,17,"['Music', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Good Heart,6.0,21,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
The History Boys,6.6,66,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Midnight Cowboy,7.4,299,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Full Monty,6.8,363,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Airplane!,7.1,1074,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chain of Command,5.3,11,"['Thriller', 'Adventure', 'Action']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Friday,7.0,503,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Menace II Society,7.2,173,"['Drama', 'Action', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Creepshow 2,5.9,129,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Ballad of Cable Hogue,6.9,47,"['Action', 'Comedy', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
In Cold Blood,7.4,82,"['Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Nun's Story,7.4,46,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harper,6.2,35,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Frenzy,7.1,158,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Witch,6.3,1434,"['Mystery', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
I Got the Hook Up,5.4,8,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
She's the One,5.7,70,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gods and Monsters,6.8,81,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Secret in Their Eyes,7.8,626,"['Crime', 'Drama', 'Mystery', 'Romance']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Train,4.8,36,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evil Dead II,7.6,742,"['Horror', 'Comedy', 'Fantasy']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Pootie Tang,5.4,43,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sharknado,3.8,476,"['TV Movie', 'Horror']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Other Conquest,5.4,4,"['Drama', 'Foreign']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Troll Hunter,6.7,583,"['Fantasy', 'Horror']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ira & Abby,5.8,9,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Winter Passing,6.7,28,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
D.E.B.S.,5.6,90,['Action'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Masked Saint,2.9,7,"['Crime', 'Action']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Betrayed,5.2,10,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Taxman,2.0,1,"['Action', 'Crime', 'Comedy', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Secret,0.0,0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2:13,4.6,10,"['Horror', 'Thriller', 'Mystery']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Batman: The Dark Knight Returns, Part 2",7.9,419,"['Action', 'Animation']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Time to Choose,0.0,0,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the Name of the King III,3.3,19,"['Action', 'Adventure', 'Drama', 'Fantasy']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Wicked Blood,5.3,37,"['Action', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Stranded,5.0,11,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lords of London,3.6,6,"['Crime', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
High Anxiety,6.5,84,"['Comedy', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
March of the Penguins,6.9,358,"['Documentary', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Margin Call,6.7,524,"['Thriller', 'Drama']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
August,6.2,15,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Choke,6.0,127,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Whiplash,8.3,4254,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
City of God,8.1,1814,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Human Traffic,6.8,97,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
To Write Love on Her Arms,6.8,47,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Dead Girl,6.4,66,"['Mystery', 'Drama', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Hunt,7.9,927,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Christmas Story,7.4,344,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bella,6.7,37,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Class of 1984,6.2,66,"['Action', 'Drama', 'Horror', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
The Opposite Sex,4.1,9,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dreaming of Joseph Lees,8.0,1,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Class,6.8,174,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rosemary's Baby,7.5,863,"['Horror', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Man Who Shot Liberty Valance,7.4,265,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adam,6.9,150,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Maria Full of Grace,6.9,101,"['Drama', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beginners,6.8,347,"['Drama', 'Romance', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Feast,6.1,160,"['Action', 'Comedy', 'Horror']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Animal House,7.0,418,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goldfinger,7.2,987,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Antiviral,5.7,112,"['Science Fiction', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
It's a Wonderful Life,8.0,1076,"['Drama', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Trainspotting,7.8,2655,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Original Kings of Comedy,6.3,15,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paranormal Activity 2,5.7,722,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Waking Ned,7.4,54,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bowling for Columbine,7.3,453,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Coming Home,6.9,49,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Room with a View,6.9,156,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Purge,6.0,2428,"['Science Fiction', 'Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sinister,6.7,1573,"['Horror', 'Thriller', 'Mystery']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Martin Lawrence Live: Runteldat,5.0,1,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cat on a Hot Tin Roof,7.6,165,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Beneath the Planet of the Apes,6.2,361,"['Adventure', 'Science Fiction', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Air Bud,5.3,106,"['Comedy', 'Family', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Pokémon: Spell of the Unknown,5.9,137,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part VI: Jason Lives,5.7,216,"['Horror', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Bridge on the River Kwai,7.7,542,"['Drama', 'History', 'War']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spaced Invaders,4.7,25,"['Comedy', 'Family', 'Science Fiction']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Family Plot,6.7,86,"['Comedy', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Apartment,8.1,483,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Jason Goes to Hell: The Final Friday,4.2,193,"['Fantasy', 'Horror', 'Thriller']",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torn Curtain,6.4,120,"['Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dave Chappelle's Block Party,6.4,28,"['Comedy', 'Documentary', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Slow West,6.6,367,"['Romance', 'Thriller', 'Western']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Krush Groove,7.0,11,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Next Day Air,5.3,36,"['Action', 'Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Elmer Gantry,7.3,41,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Judgment at Nuremberg,7.6,155,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Trippin',4.5,4,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Red River,7.3,82,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phat Girlz,3.7,10,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Before Midnight,7.4,568,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Teen Wolf Too,3.8,46,"['Comedy', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Phantasm II,6.3,94,"['Action', 'Horror', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Woman Thou Art Loosed,5.0,3,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Real Women Have Curves,5.8,19,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Water,6.8,34,"['Drama', 'Foreign', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
East Is East,6.5,59,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Whipped,3.1,11,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kama Sutra - A Tale of Love,5.7,35,"['Drama', 'History', 'Romance']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Please Give,6.0,57,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Willy Wonka & the Chocolate Factory,7.4,798,"['Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warlock: The Armageddon,5.2,38,"['Fantasy', 'Horror', 'Science Fiction']",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8 Heads in a Duffel Bag,5.4,39,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Days of Heaven,7.6,234,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Thirteen Conversations About One Thing,6.4,25,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jawbreaker,5.9,90,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Basquiat,6.6,94,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Frances Ha,7.2,345,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tsotsi,6.9,94,"['Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Happiness,7.4,194,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DysFunktional Family,6.1,4,"['Comedy', 'Documentary']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tusk,5.1,366,"['Comedy', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Oldboy,8.0,1945,"['Drama', 'Thriller', 'Mystery', 'Action']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Letters to God,6.5,37,"['Action', 'Drama', 'Family', 'Thriller']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Hobo with a Shotgun,5.7,211,"['Action', 'Comedy', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Compadres,5.2,17,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Freeway,6.5,95,"['Comedy', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Love's Abiding Joy,5.8,12,"['TV Movie', 'Action', 'Drama', 'Family']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Fish Tank,6.9,250,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Damsels in Distress,5.6,67,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Creature,4.0,21,"['Horror', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bachelorette,5.3,444,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Brave New Girl,3.7,3,"['Drama', 'Music', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Tim and Eric's Billion Dollar Movie,5.2,34,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Summer Storm,6.7,59,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Fort McCoy,6.3,2,"['War', 'Drama', 'History']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chain Letter,3.9,37,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Just Looking,5.8,5,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Divide,5.7,197,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Eclipse,6.1,15,"['Drama', 'Horror', 'Romance']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Demonic,4.9,148,"['Thriller', 'Horror']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Big Fat Independent Movie,3.0,5,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Deported,0.0,0,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tanner Hall,5.4,32,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Open Road,5.2,18,"['Action', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
They Came Together,5.3,171,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Never Back Down 2: The Beatdown,5.8,136,"['Drama', 'Action']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Point Blank,7.1,95,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Four Single Fathers,0.0,0,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Enter the Dangerous Mind,4.8,14,['Thriller'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Wicked,4.6,16,"['Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AWOL-72,2.8,10,['Thriller'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iguana,6.0,1,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Overcoat,6.1,5,"['Action', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barry Munday,6.3,22,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Central Station,7.6,126,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pocketful of Miracles,7.3,25,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Close Range,4.9,54,"['Crime', 'Action']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boynton Beach Club,6.8,3,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Amnesiac,4.1,52,"['Thriller', 'Mystery', 'Drama', 'Horror']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Freakonomics,6.6,36,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
High Tension,6.6,271,"['Horror', 'Thriller', 'Mystery']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Griff the Invisible,6.1,34,"['Romance', 'Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Unnatural,4.3,12,"['Thriller', 'Action', 'Horror']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hustle & Flow,6.9,99,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Some Like It Hot,8.0,808,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Friday the 13th Part VII: The New Blood,5.3,192,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Wizard of Oz,7.4,1642,"['Adventure', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Young Frankenstein,7.7,854,"['Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Diary of the Dead,5.4,190,"['Horror', 'Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Lage Raho Munna Bhai,7.6,44,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Ulee's Gold,6.5,19,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Black Stallion,7.0,59,"['Adventure', 'Family']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sardaarji,9.5,2,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey to Saturn,4.9,10,"['Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Donovan's Reef,6.0,30,"['Adventure', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Dress,7.0,3,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
A Guy Named Joe,6.0,8,"['Drama', 'Romance', 'War']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Blazing Saddles,7.2,609,"['Western', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Friday the 13th: The Final Chapter,5.9,237,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ida,7.1,260,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maurice,7.1,61,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Beer League,5.3,22,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Riding Giants,7.6,23,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Timecrimes,7.0,308,"['Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Silver Medalist,7.4,13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
Timber Falls,5.2,38,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Singin' in the Rain,7.8,727,"['Comedy', 'Music', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"Fat, Sick & Nearly Dead",7.1,47,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Haunted House,5.4,516,"['Comedy', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016: Obama's America,4.6,19,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
